ID,Order,Family,Family name,Common name,Scientific name,IUCN Status,ABA Status,CA List,Life list date,Life list location,US,CA,ABA,World Obs (Oct 2025),US Obs (Oct 2025),CA Obs (Oct 2025),Range,Featured,Order Target,Location
730,COLUMBIFORMES,Columbidae,Pigeons and Doves,Eared Dove,Zenaida auriculata,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"1,013,128",0,0,,,Yes,South America
619,COLUMBIFORMES,Columbidae,Pigeons and Doves,Laughing Dove,Spilopelia senegalensis,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"952,814",0,0,,,Yes,Africa/India
7044,PASSERIFORMES,Corvidae,"Crows, Jays, and Magpies",Rook,Corvus frugilegus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"741,076",0,0,,,,
9528,PASSERIFORMES,Nectariniidae,Sunbirds and Spiderhunters,Purple-rumped Sunbird,Leptocoma zeylonica,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"665,208",0,0,,,,
5027,PASSERIFORMES,Furnariidae,Ovenbirds and Woodcreepers,Rufous Hornero,Furnarius rufus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"628,335",0,0,,,,
6,CASUARIIFORMES,Casuariidae,Cassowaries and Emu,Emu,Dromaius novaehollandiae,UN,,,10/12/2024,AU-VIC,,,,"50,149",0,0,,,,
7,APTERYGIFORMES,Apterygidae,Kiwis,Southern Brown Kiwi,Apteryx australis,VU,,,1/7/2026,NZ-STL,,,,"2,399",0,0,,,,
8,APTERYGIFORMES,Apterygidae,Kiwis,Okarito Brown Kiwi,Apteryx rowi,VU,,,1/1/2026,NZ-WTC,,,,702,0,0,"Okarito Forest (west coast of South Island, New Zealand)",,,
7448,PASSERIFORMES,Cisticolidae,Cisticolas and Allies,Ashy Prinia,Prinia socialis,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"623,897",0,0,,,,
6995,PASSERIFORMES,Corvidae,"Crows, Jays, and Magpies",Rufous Treepie,Dendrocitta vagabunda,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"599,882",0,0,,,,
584,COLUMBIFORMES,Columbidae,Pigeons and Doves,Picazuro Pigeon,Patagioenas picazuro,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"562,657",0,0,,,,
8456,PASSERIFORMES,Leiothrichidae,Laughingthrushes and Allies,Jungle Babbler,Argya striata,UN,,,#N/A,#N/A,#N/A,#N/A,#N/A,"486,611",0,0,,,,
8956,PASSERIFORMES,Turdidae,Thrushes and Allies,Mistle Thrush,Turdus viscivorus,LC,ABA 5,,#N/A,#N/A,#N/A,#N/A,#N/A,"476,683",0,0,,,,
8975,PASSERIFORMES,Turdidae,Thrushes and Allies,Redwing,Turdus iliacus,NT,ABA 4,,#N/A,#N/A,#N/A,#N/A,#N/A,"472,421",879,0,,,,
9052,PASSERIFORMES,Turdidae,Thrushes and Allies,Rufous-bellied Thrush,Turdus rufiventris,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"469,308",0,0,,,,
550,COLUMBIFORMES,Columbidae,Pigeons and Doves,Stock Dove,Columba oenas,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"468,105",0,0,,,,
10881,PASSERIFORMES,Thraupidae,Tanagers and Allies,Sayaca Tanager,Thraupis sayaca,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"467,028",0,0,,,,
3377,CORACIIFORMES,Meropidae,Bee-eaters,European Bee-eater,Merops apiaster,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"457,835",0,0,breeds southern Palearctic; winters to sub-Saharan Africa and western India,,,
2727,ACCIPITRIFORMES,Accipitridae,"Hawks, Eagles, and Kites",Black-winged Kite,Elanus caeruleus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"440,708",0,0,,,,
1357,APODIFORMES,Apodidae,Swifts,Asian Palm Swift,Cypsiurus balasiensis,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"432,226",0,0,,,Yes,South/SE Asia
7060,PASSERIFORMES,Corvidae,"Crows, Jays, and Magpies",Torresian Crow,Corvus orru,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"431,945",0,0,,,,
2749,ACCIPITRIFORMES,Accipitridae,"Hawks, Eagles, and Kites",Swallow-tailed Kite,Elanoides forficatus,LC,ABA 1,,#N/A,#N/A,#N/A,#N/A,#N/A,"426,878","236,231",0,,,,
9049,PASSERIFORMES,Turdidae,Thrushes and Allies,Pale-breasted Thrush,Turdus leucomelas,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"393,152",0,0,,,,
3991,FALCONIFORMES,Falconidae,Falcons and Caracaras,Chimango Caracara,Daptrius chimango,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"390,061",0,0,,,Yes,Argentina/Chile
2843,ACCIPITRIFORMES,Accipitridae,"Hawks, Eagles, and Kites",Shikra,Tachyspiza badia,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"367,302",0,0,,,,
9456,PASSERIFORMES,Dicaeidae,Flowerpeckers,Pale-billed Flowerpecker,Dicaeum erythrorhynchos,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"364,090",0,0,,,,
5847,PASSERIFORMES,Tyrannidae,Tyrant Flycatchers,Gray Kingbird,Tyrannus dominicensis,LC,ABA 2,,#N/A,#N/A,#N/A,#N/A,#N/A,"363,631","70,943",0,,,,
6492,PASSERIFORMES,Oriolidae,Old World Orioles,Black-hooded Oriole,Oriolus xanthornus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"358,201",0,0,,,,
8163,PASSERIFORMES,Zosteropidae,"White-eyes, Yuhinas, and Allies",Indian White-eye,Zosterops palpebrosus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"356,953",0,0,,,,
1347,APODIFORMES,Apodidae,Swifts,Little Swift,Apus affinis,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"355,024",0,0,,,Yes,Africa/South Asia
8457,PASSERIFORMES,Leiothrichidae,Laughingthrushes and Allies,Yellow-billed Babbler,Argya affinis,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"351,081",0,0,,,,
2197,CHARADRIIFORMES,Alcidae,"Auks, Murres, and Puffins",Black Guillemot,Cepphus grylle,LC,ABA 1,,#N/A,#N/A,#N/A,#N/A,#N/A,"350,661","117,442",0,,,Yes,Maine/Alaska/Canada
8852,PASSERIFORMES,Mimidae,Mockingbirds and Thrashers,Chalk-browed Mockingbird,Mimus saturninus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"350,337",0,0,,,,
34,TINAMIFORMES,Tinamidae,Tinamous,Great Tinamou,Tinamus major,LC,,,1/15/2023,CR-H,,,,"115,403",0,0,,,,
6060,PASSERIFORMES,Meliphagidae,Honeyeaters,Brown Honeyeater,Lichmera indistincta,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"347,832",0,0,,,,
7907,PASSERIFORMES,Pycnonotidae,Bulbuls,Common Bulbul,Pycnonotus barbatus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"341,934",0,0,,,,
6731,PASSERIFORMES,Dicruridae,Drongos,Ashy Drongo,Dicrurus leucophaeus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"334,269",0,0,,,,
9411,PASSERIFORMES,Bombycillidae,Waxwings,Bohemian Waxwing,Bombycilla garrulus,LC,ABA 2,,#N/A,#N/A,#N/A,#N/A,#N/A,"316,445","79,837",315,,,,
7547,PASSERIFORMES,Acrocephalidae,Reed Warblers and Allies,Blyth's Reed Warbler,Acrocephalus dumetorum,LC,ABA 5,,#N/A,#N/A,#N/A,#N/A,#N/A,"310,459",0,0,breeds Eastern Palearctic; winters in India and Sri Lanka,,,
5821,PASSERIFORMES,Tyrannidae,Tyrant Flycatchers,Rusty-margined Flycatcher,Myiozetetes cayanensis,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"309,245",0,0,,,,
2038,CHARADRIIFORMES,Jacanidae,Jacanas,Wattled Jacana,Jacana jacana,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"304,632",0,0,,,,
3523,CORACIIFORMES,Coraciidae,Rollers,Indian Roller,Coracias benghalensis,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"302,437",0,0,,,,
2611,PELECANIFORMES,Threskiornithidae,Ibises and Spoonbills,Black-headed Ibis,Threskiornis melanocephalus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"301,675",0,0,"India to southeastern Asia; winters to eastern China, Sumatra, and Philippines",,,
6500,PASSERIFORMES,Oriolidae,Old World Orioles,Australasian Figbird,Sphecotheres vieilloti,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"298,204",0,0,,,,
6523,PASSERIFORMES,Artamidae,"Woodswallows, Bellmagpies, and Allies",Pied Butcherbird,Cracticus nigrogularis,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"296,330",0,0,,,,
5539,PASSERIFORMES,Tyrannidae,Tyrant Flycatchers,Southern Beardless-Tyrannulet,Camptostoma obsoletum,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"296,314",0,0,,,,
5851,PASSERIFORMES,Tyrannidae,Tyrant Flycatchers,Fork-tailed Flycatcher,Tyrannus savana,LC,ABA 3,,#N/A,#N/A,#N/A,#N/A,#N/A,"295,458","7,496",0,,,,
679,COLUMBIFORMES,Columbidae,Pigeons and Doves,Bar-shouldered Dove,Geopelia humeralis,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"294,709",0,0,,,,
49,TINAMIFORMES,Tinamidae,Tinamous,Little Tinamou,Crypturellus soui,LC,,,1/17/2023,CR-H,,,,"152,399",0,0,,,,
2603,PELECANIFORMES,Threskiornithidae,Ibises and Spoonbills,Bare-faced Ibis,Phimosus infuscatus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"290,802",0,0,,,,
300,GALLIFORMES,Cracidae,"Guans, Chachalacas, and Curassows",Plain Chachalaca,Ortalis vetula,LC,ABA 2,,#N/A,#N/A,#N/A,#N/A,#N/A,"289,730","138,064",0,,,Yes,Texas/Mexico
9033,PASSERIFORMES,Turdidae,Thrushes and Allies,Great Thrush,Turdus fuscater,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"286,087",0,0,,,,
6908,PASSERIFORMES,Laniidae,Shrikes,Red-backed Shrike,Lanius collurio,LC,ABA 5,,#N/A,#N/A,#N/A,#N/A,#N/A,"285,991",0,0,breeds Palearctic region; winters to South Africa,,,
54,TINAMIFORMES,Tinamidae,Tinamous,Thicket Tinamou,Crypturellus cinnamomeus,LC,,,1/14/2024,MX-JAL,,,,"38,155",0,0,,,,
55,TINAMIFORMES,Tinamidae,Tinamous,Slaty-breasted Tinamou,Crypturellus boucardi,VU,,,12/30/2024,CR-H,,,,"15,805",0,0,,,,
9035,PASSERIFORMES,Turdidae,Thrushes and Allies,Austral Thrush,Turdus falcklandii,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"282,913",0,0,,,,
2698,PELECANIFORMES,Ardeidae,"Herons, Egrets, and Bitterns",Cocoi Heron,Ardea cocoi,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"276,503",0,0,widespread South America (excluding the Andes),,,
1920,GRUIFORMES,Gruidae,Cranes,Common Crane,Grus grus,LC,ABA 4,,#N/A,#N/A,#N/A,#N/A,#N/A,"274,593","2,538",279,"breeds northern Eurasia; winters to northern Africa, southern India, and southeastern Asia",,Yes,Europe
6481,PASSERIFORMES,Oriolidae,Old World Orioles,Indian Golden Oriole,Oriolus kundoo,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"272,350",0,0,"breeds southern Kazakhstan eastward to eastern China and southward to central Afghanistan, northern Pakistan, Nepal, and central India; witners to southern India and Sri Lanka",,,
7183,PASSERIFORMES,Paridae,"Tits, Chickadees, and Titmice",Marsh Tit,Poecile palustris,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"271,653",0,0,,,,
2200,CHARADRIIFORMES,Alcidae,"Auks, Murres, and Puffins",Razorbill,Alca torda,LC,ABA 1,,#N/A,#N/A,#N/A,#N/A,#N/A,"267,258","99,315",0,,,Yes,Maine/Canada/Europe
9038,PASSERIFORMES,Turdidae,Thrushes and Allies,Black-billed Thrush,Turdus ignobilis,UN,,,#N/A,#N/A,#N/A,#N/A,#N/A,"266,266",0,0,,,,
8757,PASSERIFORMES,Sturnidae,Starlings,Indian Pied Starling,Gracupica contra,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"264,784",0,0,,,,
686,COLUMBIFORMES,Columbidae,Pigeons and Doves,Picui Ground Dove,Columbina picui,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"259,186",0,0,,,,
4323,PSITTACIFORMES,Psittacidae,New World and African Parrots,Blue-headed Parrot,Pionus menstruus,UN,,,#N/A,#N/A,#N/A,#N/A,#N/A,"256,309",0,0,,,,
603,COLUMBIFORMES,Columbidae,Pigeons and Doves,European Turtle-Dove,Streptopelia turtur,VU,ABA 5,,#N/A,#N/A,#N/A,#N/A,#N/A,"254,752",0,0,,,Yes,Europe
67,ANSERIFORMES,Anatidae,"Ducks, Geese, and Waterfowl",Black-bellied Whistling-Duck,Dendrocygna autumnalis,LC,ABA 1,,11/25/2021,US-FL,Yes,,Yes,"1,094,777","813,405",105,,,,
10516,PASSERIFORMES,Icteridae,Troupials and Allies,Crested Oropendola,Psarocolius decumanus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"252,789",0,0,,,,
3915,PICIFORMES,Picidae,Woodpeckers,Iberian Green Woodpecker,Picus sharpei,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"251,153",0,0,Iberian Peninsula and the Pyrenees,,Yes,Iberia
9037,PASSERIFORMES,Turdidae,Thrushes and Allies,Creamy-bellied Thrush,Turdus amaurochalinus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"249,490",0,0,"eastern Peru to central Argentina, Paraguay, Uruguay, and Brazil",,,
71,ANSERIFORMES,Anatidae,"Ducks, Geese, and Waterfowl",Lesser Whistling-Duck,Dendrocygna javanica,LC,,,1/13/2018,IN-WB,,,,"274,758",0,0,Indian subcontinent to southeastern Asia and Greater Sundas,,,
9799,PASSERIFORMES,Estrildidae,Waxbills and Allies,Indian Silverbill,Euodice malabarica,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"247,904",0,0,"Arabian Peninsula to southeastern Iran, India, Sri Lanka, Nepal, and Sikkim",,,
73,ANSERIFORMES,Anatidae,"Ducks, Geese, and Waterfowl",Bar-headed Goose,Anser indicus,LC,,,9/11/2023,DE-HE,,,,"64,856",613,0,breeds alpine lakes in central Asia; winters to India and Myanmar,,,
1106,CUCULIFORMES,Cuculidae,Cuckoos,Common Hawk-Cuckoo,Hierococcyx varius,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"243,066",0,0,,,Yes,India
75,ANSERIFORMES,Anatidae,"Ducks, Geese, and Waterfowl",Snow Goose,Anser caerulescens,LC,ABA 1,CA,12/28/2021,US-CA,Yes,Yes,Yes,"1,228,257","886,037","111,066",,,,
76,ANSERIFORMES,Anatidae,"Ducks, Geese, and Waterfowl",Ross's Goose,Anser rossii,LC,ABA 1,CA,12/28/2021,US-CA,Yes,Yes,Yes,"210,475","189,316","45,631",breeds tundra of arctic north-central Canada; winters to western and central USA and central Mexico,,,
77,ANSERIFORMES,Anatidae,"Ducks, Geese, and Waterfowl",Graylag Goose,Anser anser,LC,ABA 5,,9/6/2023,NO-03,,,,"1,069,655","60,690","18,259",,,,
10841,PASSERIFORMES,Thraupidae,Tanagers and Allies,Silver-beaked Tanager,Ramphocelus carbo,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"242,753",0,0,,,,
79,ANSERIFORMES,Anatidae,"Ducks, Geese, and Waterfowl",Greater White-fronted Goose,Anser albifrons,LC,ABA 1,CA,12/28/2021,US-CA,Yes,Yes,Yes,"757,670","554,804","150,472",,,,
7296,PASSERIFORMES,Alaudidae,Larks,Wood Lark,Lullula arborea,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"235,373",0,0,,,,
10559,PASSERIFORMES,Icteridae,Troupials and Allies,Altamira Oriole,Icterus gularis,LC,ABA 2,,#N/A,#N/A,#N/A,#N/A,#N/A,"232,812","98,777",0,,,,
966,CUCULIFORMES,Cuculidae,Cuckoos,Guira Cuckoo,Guira guira,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"231,149",0,0,"northeastern Brazil to Bolivia, Paraguay, Uruguay, and central Argentina",,Yes,Brazil/Argentina
4447,PSITTACIFORMES,Psittacidae,New World and African Parrots,White-eyed Parakeet,Psittacara leucophthalmus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"229,608","2,678",0,,,,
84,ANSERIFORMES,Anatidae,"Ducks, Geese, and Waterfowl",Brant,Branta bernicla,LC,ABA 1,CA,1/2/2022,US-CA,Yes,Yes,Yes,"792,231","583,469","57,629",,,,
85,ANSERIFORMES,Anatidae,"Ducks, Geese, and Waterfowl",Barnacle Goose,Branta leucopsis,LC,ABA 3,,9/6/2023,NO-03,,,,"172,460","8,922",0,"breeds high Arctic eastern Greenland, Svalbard (north of Norway), Novaya Zemlya and nearby Kolguyev and Vaygach islands (northwestern Russia); winters to coastal northern British Isles, southern Scandinavia, and northwestern Europe",,,
86,ANSERIFORMES,Anatidae,"Ducks, Geese, and Waterfowl",Cackling Goose,Branta hutchinsii,LC,ABA 1,CA,12/28/2021,US-CA,Yes,Yes,Yes,"812,631","715,046","94,699",,,,
87,ANSERIFORMES,Anatidae,"Ducks, Geese, and Waterfowl",Canada Goose,Branta canadensis,LC,ABA 1,CA,11/30/2021,US-CA,Yes,Yes,Yes,"20,617,359","16,279,973","1,072,552",,,,
88,ANSERIFORMES,Anatidae,"Ducks, Geese, and Waterfowl",Hawaiian Goose,Branta sandvicensis,NT,ABA 2,,3/14/2022,US-HI,Yes,,Yes,"37,882","37,768",0,upland lava flows of Hawaii; reintroduced to Kaua‘i and Maui,,,
7893,PASSERIFORMES,Pycnonotidae,Bulbuls,White-browed Bulbul,Pycnonotus luteolus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"229,187",0,0,,,,
90,ANSERIFORMES,Anatidae,"Ducks, Geese, and Waterfowl",Cape Barren Goose,Cereopsis novaehollandiae,LC,,,10/12/2024,AU-VIC,,,,"28,270",0,0,,,,
91,ANSERIFORMES,Anatidae,"Ducks, Geese, and Waterfowl",Freckled Duck,Stictonetta naevosa,LC,,,10/7/2024,AU-VIC,,,,"22,157",0,0,Australia (except tropical north and Tasmania),,,
5835,PASSERIFORMES,Tyrannidae,Tyrant Flycatchers,Piratic Flycatcher,Legatus leucophaius,LC,ABA 4,,#N/A,#N/A,#N/A,#N/A,#N/A,"227,164",655,0,,,,
93,ANSERIFORMES,Anatidae,"Ducks, Geese, and Waterfowl",Mute Swan,Cygnus olor,LC,ABA 1,,9/6/2023,NO-03,Yes,Yes,Yes,"2,981,690","1,497,111","51,030","west-central to east-central Palearctic region from central Europe to southeastern China; partially migratory southward; introduced widely including to western and southwestern Europe, Japan, southwestern Australia, and eastern North America",,,
94,ANSERIFORMES,Anatidae,"Ducks, Geese, and Waterfowl",Black Swan,Cygnus atratus,LC,,,10/2/2024,AU-VIC,,,,"447,612","6,235",507,"Australia including Tasmania but not tropical north; New Zealand, where formerly occurred but was eradicated, later was reintroduced and also self-colonized",,,
6074,PASSERIFORMES,Meliphagidae,Honeyeaters,Blue-faced Honeyeater,Entomyzon cyanotis,UN,,,#N/A,#N/A,#N/A,#N/A,#N/A,"226,332",0,0,,,,
96,ANSERIFORMES,Anatidae,"Ducks, Geese, and Waterfowl",Trumpeter Swan,Cygnus buccinator,LC,ABA 1,,2/19/2022,US-WA,Yes,,Yes,"999,570","716,842","2,113",breeds North America from western and central Alaska eastward through east-central Canada and southward through western and central USA; some southward movement in winter; early extirpations and subsequent reintroductions cloud distributional knowledge,,,
97,ANSERIFORMES,Anatidae,"Ducks, Geese, and Waterfowl",Tundra Swan,Cygnus columbianus,LC,ABA 1,CA,12/28/2021,US-CA,Yes,Yes,Yes,"708,748","549,726","40,909",,,,
614,COLUMBIFORMES,Columbidae,Pigeons and Doves,Red-eyed Dove,Streptopelia semitorquata,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"225,435",0,0,sub-Saharan Africa and southwestern Arabia,,,
177,ANSERIFORMES,Anatidae,"Ducks, Geese, and Waterfowl",Yellow-billed Teal,Anas flavirostris,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"223,913",0,0,,,Yes,Argentina/Chile
1960,CHARADRIIFORMES,Charadriidae,Plovers and Lapwings,European Golden-Plover,Pluvialis apricaria,LC,ABA 4,,#N/A,#N/A,#N/A,#N/A,#N/A,"221,243",534,0,"breeds inland low Arctic (mainly) to temperate zone from Greenland eastward to Taymyr Peninsula (north-central Russia); winters to inland and coastal southern Europe, northern Africa, and Middle East",,,
2921,ACCIPITRIFORMES,Accipitridae,"Hawks, Eagles, and Kites",Snail Kite,Rostrhamus sociabilis,LC,ABA 2,,#N/A,#N/A,#N/A,#N/A,#N/A,"220,649","53,992",0,,,,
11096,PASSERIFORMES,Thraupidae,Tanagers and Allies,Yellow-bellied Seedeater,Sporophila nigricollis,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"220,527",0,0,,,,
7731,PASSERIFORMES,Hirundinidae,Swallows,Wire-tailed Swallow,Hirundo smithii,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"219,744",0,0,,,,
3654,PICIFORMES,Megalaimidae,Asian Barbets,Brown-headed Barbet,Psilopogon zeylanicus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"218,921",0,0,,,Yes,India/Sri Lanka
6112,PASSERIFORMES,Meliphagidae,Honeyeaters,Noisy Friarbird,Philemon corniculatus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"216,998",0,0,,,,
615,COLUMBIFORMES,Columbidae,Pigeons and Doves,Ring-necked Dove,Streptopelia capicola,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"216,080",0,0,,,,
10843,PASSERIFORMES,Thraupidae,Tanagers and Allies,Crimson-backed Tanager,Ramphocelus dimidiatus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"214,654",0,0,,,,
9255,PASSERIFORMES,Muscicapidae,Old World Flycatchers,Bluethroat,Luscinia svecica,LC,ABA 2,,#N/A,#N/A,#N/A,#N/A,#N/A,"214,349","6,493",0,,,,
3327,BUCEROTIFORMES,Bucerotidae,Hornbills,Indian Gray Hornbill,Ocyceros birostris,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"213,943",0,0,"northeastern Pakistan, India, and northwestern Bangladesh",,,
110,ANSERIFORMES,Anatidae,"Ducks, Geese, and Waterfowl",Egyptian Goose,Alopochen aegyptiaca,LC,ABA 2,,9/2/2023,PT-02,Yes,Yes,Yes,"714,494","161,489","53,494","Nile Valley of Egypt and Sudan, and sub-Saharan Africa; introduced to western and central Europe, and southeastern USA",,,
4944,PASSERIFORMES,Furnariidae,Ovenbirds and Woodcreepers,Olivaceous Woodcreeper,Sittasomus griseicapillus,UN,,,#N/A,#N/A,#N/A,#N/A,#N/A,"213,674",0,0,,,,
1415,APODIFORMES,Trochilidae,Hummingbirds,Sparkling Violetear,Colibri coruscans,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"211,853",0,0,,,Yes,Andes
113,ANSERIFORMES,Anatidae,"Ducks, Geese, and Waterfowl",Ruddy Shelduck,Tadorna ferruginea,LC,,,4/16/2022,GR-K,,,,"206,163","1,083",0,"breeds Iberian Peninsula and Mediterranean northern Africa eastward through southern Russia to eastern China and in the south through Türkiye to Tibetan Plateau including Ladakh; winters to Ethiopia, southern India, and southeastern Asia; introduced in central Europe and the Canary Islands, and appears frequently elsewhere",,,
10527,PASSERIFORMES,Icteridae,Troupials and Allies,Yellow-rumped Cacique,Cacicus cela,UN,,,#N/A,#N/A,#N/A,#N/A,#N/A,"208,963",0,0,,,,
115,ANSERIFORMES,Anatidae,"Ducks, Geese, and Waterfowl",Australian Shelduck,Tadorna tadornoides,LC,,,10/10/2024,AU-VIC,,,,"104,458",0,0,"southwestern and southeastern Australia, including Tasmania and satellite islands",,,
116,ANSERIFORMES,Anatidae,"Ducks, Geese, and Waterfowl",Paradise Shelduck,Tadorna variegata,LC,,,12/27/2025,NZ-AUK,,,,"144,935",0,0,"North, South, Stewart, and satellite islands (New Zealand)",,,
117,ANSERIFORMES,Anatidae,"Ducks, Geese, and Waterfowl",Common Shelduck,Tadorna tadorna,LC,ABA 4,,4/15/2022,GR-K,,,,"618,116","1,679",0,breeds western Europe to east-central Asia; winters to northern Africa through southern Asia,,,
7963,PASSERIFORMES,Phylloscopidae,Leaf Warblers,Greenish Warbler,Phylloscopus trochiloides,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"208,602",0,0,,,,
7067,PASSERIFORMES,Corvidae,"Crows, Jays, and Magpies",Pied Crow,Corvus albus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"206,785",0,0,"sub-Saharan Africa, Madagascar, Aldabra, and Comoros",,,
4024,FALCONIFORMES,Falconidae,Falcons and Caracaras,Eurasian Hobby,Falco subbuteo,LC,ABA 4,,#N/A,#N/A,#N/A,#N/A,#N/A,"205,942",230,0,,,Yes,Eurasia/Africa
3140,STRIGIFORMES,Strigidae,Owls,Spotted Owlet,Athene brama,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"205,538",0,0,,,,
98,ANSERIFORMES,Anatidae,"Ducks, Geese, and Waterfowl",Whooper Swan,Cygnus cygnus,LC,ABA 3,,#N/A,#N/A,#N/A,#N/A,#N/A,"204,847","2,613",222,breeds Palearctic; winters to central Asia and southeastern China,,,
9742,PASSERIFORMES,Ploceidae,Weavers and Allies,Baya Weaver,Ploceus philippinus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"204,593",0,0,,,,
7686,PASSERIFORMES,Hirundinidae,Swallows,Chilean Swallow,Tachycineta leucopyga,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"199,540",0,0,breeds southern Chile and Argentina; winters north to Bolivia and Brazil,,,
6807,PASSERIFORMES,Monarchidae,Monarch Flycatchers,Indian Paradise-Flycatcher,Terpsiphone paradisi,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"199,200",0,0,,,,
126,ANSERIFORMES,Anatidae,"Ducks, Geese, and Waterfowl",Muscovy Duck,Cairina moschata,LC,ABA 2,,1/18/2023,CR-P,,,,"601,001","373,671","33,748","lowland wetlands from northern Mexico southward, west of the Andes, to southwestern Ecuador and, east of the Andes, to northeastern Argentina and Brazil; domestic varieties introduced almost worldwide",,,
4348,PSITTACIFORMES,Psittacidae,New World and African Parrots,White-fronted Amazon,Amazona albifrons,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"199,156","4,228",103,,,,
10291,PASSERIFORMES,Fringillidae,"Finches, Euphonias, and Allies",Hooded Siskin,Spinus magellanicus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"198,006",0,0,,,,
8046,PASSERIFORMES,Sylviidae,Sylviid Warblers and Allies,Garden Warbler,Sylvia borin,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"197,887",0,0,,,,
