ID,Order,Family,Family name,Common name,Scientific name,IUCN Status,ABA Status,CA List,Life list date,Life list location,US,CA,ABA,World Obs (Oct 2025),US Obs (Oct 2025),CA Obs (Oct 2025),Range,Featured,Order Target,Location
5427,PASSERIFORMES,Tyrannidae,Tyrant Flycatchers,McConnell's Flycatcher,Mionectes macconnelli,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,478",0,0,,,,
2365,SPHENISCIFORMES,Spheniscidae,Penguins,Fiordland Penguin,Eudyptes pachyrhynchus,NT,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,475",0,0,"breeds inland in forests of southwestern South Island, western and southern Stewart Island, and satellites (New Zealand); winters to seas south of Australia",,,
3651,PICIFORMES,Megalaimidae,Asian Barbets,Flame-fronted Barbet,Psilopogon armillaris,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,475",0,0,,,,
549,COLUMBIFORMES,Columbidae,Pigeons and Doves,White-collared Pigeon,Columba albitorques,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,474",0,0,highlands of Ethiopia and Eritrea,,,
5206,PASSERIFORMES,Furnariidae,Ovenbirds and Woodcreepers,Red-and-white Spinetail,Certhiaxis mustelinus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,472",0,0,far southeastern Colombia to eastern Peru and Amazonian Brazil,,,
8605,PASSERIFORMES,Troglodytidae,Wrens,Gray-mantled Wren,Odontorchilus branickii,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,471",0,0,,,,
6257,PASSERIFORMES,Campephagidae,Cuckooshrikes,Petit's Cuckooshrike,Campephaga petiti,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,467",0,0,"southeastern Nigeria and Cameroon to northeastern Democratic Republic of the Congo, western Uganda, and western Kenya",,,
5598,PASSERIFORMES,Tyrannidae,Tyrant Flycatchers,Blue Mountain Elaenia,Elaenia fallax,UN,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,466",0,0,humid montane forest of Jamaica,,,
5359,PASSERIFORMES,Cotingidae,Cotingas,Yellow-billed Cotinga,Carpodectes antoniae,NT,,,1/24/2023,CR-P,,,,"2,971",0,0,Pacific lowlands of southwestern Costa Rica and far western Panama,,,
5360,PASSERIFORMES,Cotingidae,Cotingas,Snowy Cotinga,Carpodectes nitidus,LC,,,1/15/2023,CR-H,,,,"8,812",0,0,Caribbean slope of northern Honduras to far western Panama,,,
7614,PASSERIFORMES,Locustellidae,Grassbirds and Allies,Spinifexbird,Poodytes carteri,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,466",0,0,"northern Australia (Pilbara region, including Barrow Island, Western Australia, eastward to northwestern Queensland)",,,
10348,PASSERIFORMES,Passerellidae,New World Sparrows,Tanager Finch,Oreothraupis arremonops,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,457",0,0,Pacific slope of western Andes of Colombia and northwestern Ecuador,,,
6518,PASSERIFORMES,Artamidae,"Woodswallows, Bellmagpies, and Allies",Black-backed Butcherbird,Cracticus mentalis,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,455",0,0,,,,
799,COLUMBIFORMES,Columbidae,Pigeons and Doves,Madagascar Blue-Pigeon,Alectroenas madagascariensis,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,454",0,0,humid forest of eastern Madagascar,,,
1085,CUCULIFORMES,Cuculidae,Cuckoos,Chestnut-breasted Cuckoo,Cacomantis castaneiventris,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,454",0,0,"New Guinea and northeastern Australia (Wet Tropics region, north-eastern Cape York Peninsula)",,,
2853,ACCIPITRIFORMES,Accipitridae,"Hawks, Eagles, and Kites",Variable Goshawk,Tachyspiza hiogaster,UN,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,453",0,0,,,,
5367,PASSERIFORMES,Tityridae,Tityras and Allies,Black-crowned Tityra,Tityra inquisitor,LC,,,1/16/2023,CR-H,,,,"81,842",0,0,,,,
8592,PASSERIFORMES,Polioptilidae,Gnatcatchers,Marañon Gnatcatcher,Polioptila maior,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,452",0,0,"north-central Peru (upper Marañón Valley, from Piura to northwestern Huánuco) and on the west slope, north to at least La Libertad and south to central Lima",,,
5369,PASSERIFORMES,Tityridae,Tityras and Allies,Masked Tityra,Tityra semifasciata,LC,ABA 5,,1/16/2023,CR-H,,,,"350,904",0,0,,,,
4282,PSITTACIFORMES,Psittacidae,New World and African Parrots,Scarlet-shouldered Parrotlet,Touit huetii,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,450",0,0,patchily distributed northern South America to northern Bolivia and northern Brazil,,,
5718,PASSERIFORMES,Tyrannidae,Tyrant Flycatchers,Taczanowski's Ground-Tyrant,Muscisaxicola griseus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,450",0,0,páramo of Peru and western Bolivia (La Paz to Cochabamba),,,
9692,PASSERIFORMES,Ploceidae,Weavers and Allies,Black-billed Weaver,Ploceus melanogaster,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,450",0,0,,,,
3231,TROGONIFORMES,Trogonidae,Trogons,Bar-tailed Trogon,Apaloderma vittatum,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,449",0,0,southeastern Nigeria eastward to Kenya and southward to central Angola and Mozambique,,,
5066,PASSERIFORMES,Furnariidae,Ovenbirds and Woodcreepers,White-browed Foliage-gleaner,Anabacerthia amaurotis,NT,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,441",0,0,southeastern Paraguay to southeastern Brazil (southern Espírito Santo) and northeastern Argentina,,,
8365,PASSERIFORMES,Pellorneidae,Ground Babblers and Allies,Scaly-breasted Illadopsis,Illadopsis albipectus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,440",0,0,"northern Democratic Republic of the Congo, southeastern Central African Republic, southern South Sudan, Uganda, western Kenya, and northwestern Tanzania; northwestern Angola",,,
2367,SPHENISCIFORMES,Spheniscidae,Penguins,Macaroni Penguin,Eudyptes chrysolophus,VU,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,438",0,0,subantarctic islands in South Atlantic Ocean and southern Indian Ocean,,,
4659,PASSERIFORMES,Thamnophilidae,Typical Antbirds,Rufous-tailed Antbird,Drymophila genei,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,438",0,0,"southeastern Brazil (southeastern Minas Gerais, southern Espírito Santo, and Rio de Janeiro)",,,
6149,PASSERIFORMES,Acanthizidae,Thornbills and Allies,Scrubtit,Acanthornis magna,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,437",0,0,,,,
2015,CHARADRIIFORMES,Charadriidae,Plovers and Lapwings,Puna Plover,Anarhynchus alticola,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,436",0,0,Andes of central Peru to northeastern Chile and northwestern Argentina,,,
7051,PASSERIFORMES,Corvidae,"Crows, Jays, and Magpies",Tamaulipas Crow,Corvus imparatus,LC,ABA 4,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,434","1,715",0,southern Texas (lower Río Grande Valley) to southeastern Mexico (northern Veracruz),,,
9132,PASSERIFORMES,Muscicapidae,Old World Flycatchers,White-bellied Sholakili,Sholicola albiventris,NT,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,433",0,0,,,,
9626,PASSERIFORMES,Nectariniidae,Sunbirds and Spiderhunters,Long-billed Spiderhunter,Arachnothera robusta,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,432",0,0,,,,
6751,PASSERIFORMES,Paradisaeidae,Birds-of-Paradise,Trumpet Manucode,Phonygammus keraudrenii,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,431",0,0,,,,
6872,PASSERIFORMES,Monarchidae,Monarch Flycatchers,Frilled Monarch,Arses telescopthalmus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,431",0,0,,,,
1036,CUCULIFORMES,Cuculidae,Cuckoos,Red-crested Malkoha,Dasylophus superciliosus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,430",0,0,,,,
5386,PASSERIFORMES,Tityridae,Tityras and Allies,Barred Becard,Pachyramphus versicolor,LC,,,1/25/2023,CR-SJ,,,,"40,150",0,0,,,,
9923,PASSERIFORMES,Viduidae,Whydahs and Indigobirds,Straw-tailed Whydah,Vidua fischeri,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,429",0,0,"southeastern South Sudan, Ethiopia, Somalia, northeastern Uganda, Kenya, and Tanzania",,,
6342,PASSERIFORMES,Vireonidae,"Vireos, Shrike-Babblers, and Erpornis",Clicking Shrike-Babbler,Pteruthius intermedius,UN,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,428",0,0,,,,
5389,PASSERIFORMES,Tityridae,Tityras and Allies,Cinnamon Becard,Pachyramphus cinnamomeus,LC,,,1/3/2025,CR-H,,,,"102,628",0,0,,,,
8892,PASSERIFORMES,Turdidae,Thrushes and Allies,Long-billed Thrush,Zoothera monticola,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,426",0,0,,,,
5391,PASSERIFORMES,Tityridae,Tityras and Allies,White-winged Becard,Pachyramphus polychopterus,LC,,,1/23/2023,CR-P,,,,"140,765",0,0,,,,
3088,STRIGIFORMES,Strigidae,Owls,Grayish Eagle-Owl,Bubo cinerascens,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,423",0,0,"Senegambia to Ethiopia, Somalia, northern Uganda, and northern Kenya",,,
8314,PASSERIFORMES,Timaliidae,"Tree-Babblers, Scimitar-Babblers, and Allies",Gray-headed Babbler,Stachyris poliocephala,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,418",0,0,"peninsular Thailand, Malaya, Sumatra, Lingga Archipelago, and Borneo",,,
7656,PASSERIFORMES,Bernieridae,Malagasy Warblers,Spectacled Tetraka,Xanthomixis zosterops,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,417",0,0,,,,
4589,PASSERIFORMES,Thamnophilidae,Typical Antbirds,Saturnine Antshrike,Thamnomanes saturninus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,415",0,0,,,,
7956,PASSERIFORMES,Phylloscopidae,Leaf Warblers,Green-crowned Warbler,Phylloscopus burkii,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,412",0,0,breeds western Himalayas (Pakistan to Kashmir and Bhutan); winters India,,,
5397,PASSERIFORMES,Tityridae,Tityras and Allies,Rose-throated Becard,Pachyramphus aglaiae,LC,ABA 3,,1/21/2023,CR-P,,,,"158,888","12,220",0,,,,
8083,PASSERIFORMES,Paradoxornithidae,Parrotbills,Beijing Babbler,Rhopophilus pekinensis,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,412",0,0,central and northeastern China and northern Korean Peninsula,,,
10973,PASSERIFORMES,Thraupidae,Tanagers and Allies,Chestnut-bellied Flowerpiercer,Diglossa gloriosissima,NT,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,411",0,0,,,,
7236,PASSERIFORMES,Remizidae,Penduline-Tits,Southern Penduline-Tit,Anthoscopus minutus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,409",0,0,,,,
8887,PASSERIFORMES,Turdidae,Thrushes and Allies,Alpine Thrush,Zoothera mollissima,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,409",0,0,"breeds in the Himalayas from northern Pakistan to southeastern Tibet and south-central China (Sichuan); winters at lower elevations, southward to Yunnan (China)",,,
19,TINAMIFORMES,Tinamidae,Tinamous,White-bellied Nothura,Nothura boraquira,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,408",0,0,northeastern Brazil to eastern Bolivia and northeastern Paraguay,,,
6627,PASSERIFORMES,Malaconotidae,Bushshrikes and Allies,Zanzibar Boubou,Laniarius sublacteus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,407",0,0,"southern Somalia, Kenya, and northeastern Tanzania; Zanzibar",,,
4213,PSITTACIFORMES,Psittaculidae,Old World Parrots,Black-capped Lory,Lorius lory,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,404",0,0,,,,
5405,PASSERIFORMES,Onychorhynchidae,Royal Flycatchers and Allies,Ruddy-tailed Flycatcher,Terenotriccus erythrurus,LC,,,1/15/2023,CR-L,,,,"37,770",0,0,,,,
6173,PASSERIFORMES,Acanthizidae,Thornbills and Allies,Plain Gerygone,Gerygone inornata,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,400",0,0,"Lesser Sundas (Sawu, Rote, Timor, and Wetar)",,,
4663,PASSERIFORMES,Thamnophilidae,Typical Antbirds,Striated Antbird,Drymophila devillei,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,397",0,0,,,,
10905,PASSERIFORMES,Thraupidae,Tanagers and Allies,Lesser Antillean Tanager,Stilpnia cucullata,UN,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,392",0,0,,,,
10690,PASSERIFORMES,Parulidae,New World Warblers,Santa Marta Warbler,Myiothlypis basilica,NT,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,391",0,0,Santa Marta Mountains (northeastern Colombia),,,
8077,PASSERIFORMES,Paradoxornithidae,Parrotbills,Fire-tailed Myzornis,Myzornis pyrrhoura,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,389",0,0,"Nepal to southeastern Tibet, southern China (Yunnan), and northeastern Myanmar",,,
8423,PASSERIFORMES,Leiothrichidae,Laughingthrushes and Allies,Nilgiri Laughingthrush,Montecincla cachinnans,NT,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,389",0,0,southwestern peninsular India (Nilgiri Hills in western Tamil Nadu),,,
8745,PASSERIFORMES,Sturnidae,Starlings,Golden-crested Myna,Ampeliceps coronatus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,389",0,0,"northeastern India to Myanmar, Thailand (including the northern Thai-Malay Peninsula), and Indochina",,,
5398,PASSERIFORMES,Tityridae,Tityras and Allies,Jamaican Becard,Pachyramphus niger,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,388",0,0,wooded hills of Jamaica,,,
9286,PASSERIFORMES,Muscicapidae,Old World Flycatchers,White-browed Bush-Robin,Tarsiger indicus,UN,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,387",0,0,,,,
1037,CUCULIFORMES,Cuculidae,Cuckoos,Scale-feathered Malkoha,Dasylophus cumingi,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,385",0,0,"northern Philippines (Luzon, Marinduque, and Catanduanes)",,,
1281,APODIFORMES,Apodidae,Swifts,Lesser Antillean Swift,Chaetura martinica,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,380",0,0,Guadeloupe to St. Vincent (central and southern Lesser Antilles),,,
5618,PASSERIFORMES,Tyrannidae,Tyrant Flycatchers,Tawny-rumped Tyrannulet,Tyranniscus uropygialis,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,379",0,0,Andes of Colombia and western Venezuela to western Bolivia (southward to Tarija),,,
5418,PASSERIFORMES,Tyrannidae,Tyrant Flycatchers,Golden-crowned Spadebill,Platyrinchus coronatus,LC,,,1/20/2023,CR-P,,,,"17,645",0,0,,,,
8282,PASSERIFORMES,Timaliidae,"Tree-Babblers, Scimitar-Babblers, and Allies",Rufous-throated Wren-Babbler,Spelaeornis caudatus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,379",0,0,"mountains of eastern Nepal to Sikkim, Darjeeling, and Bhutan",,,
9595,PASSERIFORMES,Nectariniidae,Sunbirds and Spiderhunters,Flame-breasted Sunbird,Cinnyris solaris,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,377",0,0,,,,
10742,PASSERIFORMES,Cardinalidae,Cardinals and Allies,Yellow-lored Tanager,Chlorothraupis frenata,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,376",0,0,tropical southern Colombia to central Bolivia (La Paz eastward to western Santa Cruz),,,
4316,PSITTACIFORMES,Psittacidae,New World and African Parrots,Caica Parrot,Pyrilia caica,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,366",0,0,southeastern Venezuela to the Guianas and Brazil north of the Amazon,,,
11008,PASSERIFORMES,Thraupidae,Tanagers and Allies,Slaty Finch,Haplospiza rustica,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,365",0,0,,,,
5424,PASSERIFORMES,Tyrannidae,Tyrant Flycatchers,Olive-streaked Flycatcher,Mionectes olivaceus,LC,,,1/3/2025,CR-H,,,,"18,513",0,0,,,,
5513,PASSERIFORMES,Tyrannidae,Tyrant Flycatchers,Painted Tody-Flycatcher,Todirostrum pictum,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,364",0,0,southern Venezuela to the Guianas and northern Brazil (east of Rio Negro),,,
5426,PASSERIFORMES,Tyrannidae,Tyrant Flycatchers,Ochre-bellied Flycatcher,Mionectes oleagineus,LC,,,1/16/2023,CR-H,,,,"134,155",0,0,,,,
1229,PODARGIFORMES,Podargidae,Frogmouths,Marbled Frogmouth,Podargus ocellatus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,360",0,0,,,Yes,Australia/New Guinea
10117,PASSERIFORMES,Fringillidae,"Finches, Euphonias, and Allies",Maui Alauahio,Paroreomyza montana,EN,ABA 2,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,358","3,358",0,,,,
9040,PASSERIFORMES,Turdidae,Thrushes and Allies,Marañon Thrush,Turdus maranonicus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,357",0,0,northern Peru (upper Marañón Valley) and adjacent Ecuador,,,
2676,PELECANIFORMES,Ardeidae,"Herons, Egrets, and Bitterns",White-backed Night Heron,Calherodius leuconotus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,350",0,0,"forested wetlands from Senegal eastward locally to central Ethiopia, and southward to northern Namibia and southern South Africa",,,
5431,PASSERIFORMES,Tyrannidae,Tyrant Flycatchers,Slaty-capped Flycatcher,Leptopogon superciliaris,UN,,,1/9/2025,CR-C,,,,"82,690",0,0,,,,
9111,PASSERIFORMES,Muscicapidae,Old World Flycatchers,Brown-backed Scrub-Robin,Cercotrichas hartlaubi,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,350",0,0,locally in southern Cameroon; northwestern Angola to western Kenya and northwestern Tanzania,,,
11016,PASSERIFORMES,Thraupidae,Tanagers and Allies,Cinereous Finch,Piezorina cinerea,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,350",0,0,arid coastal northwestern Peru (Tumbes to La Libertad),,,
5816,PASSERIFORMES,Tyrannidae,Tyrant Flycatchers,Lesser Antillean Flycatcher,Myiarchus oberi,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,349",0,0,,,,
6375,PASSERIFORMES,Vireonidae,"Vireos, Shrike-Babblers, and Erpornis",Cozumel Vireo,Vireo bairdi,NT,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,348",0,0,Cozumel (just off Yucatan Peninsula),,,
3924,PICIFORMES,Picidae,Woodpeckers,Green-backed Woodpecker,Campethera maculosa,UN,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,345",0,0,,,,
6584,PASSERIFORMES,Vangidae,"Vangas, Helmetshrikes, and Allies",Tylas Vanga,Tylas eduardi,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,345",0,0,,,,
1164,CAPRIMULGIFORMES,Caprimulgidae,Nightjars and Allies,Yucatan Poorwill,Nyctiphrynus yucatanicus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,344",0,0,southern Mexico (Yucatan Peninsula) to northern Belize and Petén of northern Guatemala,,,
7795,PASSERIFORMES,Pycnonotidae,Bulbuls,Ansorge's Greenbul,Eurillas ansorgei,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,343",0,0,,,,
8858,PASSERIFORMES,Mimidae,Mockingbirds and Thrashers,Española Mockingbird,Mimus macdonaldi,VU,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,343",0,0,Española Island and adjacent southeastern Galapagos Islands,,,
8875,PASSERIFORMES,Turdidae,Thrushes and Allies,Cuban Solitaire,Myadestes elisabeth,NT,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,343",0,0,,,,
5612,PASSERIFORMES,Tyrannidae,Tyrant Flycatchers,Plumbeous-crowned Tyrannulet,Phyllomyias plumbeiceps,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,342",0,0,Andes of Colombia to Ecuador and southern Peru (Cusco),,,
10020,PASSERIFORMES,Motacillidae,Wagtails and Pipits,Upland Pipit,Anthus sylvanus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,341",0,0,Himalayas (eastern Afghanistan to Nepal and southeastern China),,,
6698,PASSERIFORMES,Rhipiduridae,Fantails,Supertramp Fantail,Rhipidura semicollaris,UN,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,340",0,0,,,,
8640,PASSERIFORMES,Troglodytidae,Wrens,Giant Wren,Campylorhynchus chiapensis,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,340",0,0,humid Pacific lowlands of southern Mexico (Chiapas),,,
874,COLUMBIFORMES,Columbidae,Pigeons and Doves,Barking Imperial-Pigeon,Ducula latrans,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,339",0,0,forest of larger Fiji islands,,,
7085,PASSERIFORMES,Melanocharitidae,Berrypeckers and Longbills,Yellow-bellied Longbill,Toxorhamphus novaeguineae,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,337",0,0,,,,
11009,PASSERIFORMES,Thraupidae,Tanagers and Allies,Peg-billed Finch,Acanthidops bairdi,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,337",0,0,high volcanic peaks of Costa Rica and western Panama,,,
7764,PASSERIFORMES,Pycnonotidae,Bulbuls,Gray-headed Bristlebill,Bleda canicapillus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,336",0,0,,,,
9937,PASSERIFORMES,Prunellidae,Accentors,Altai Accentor,Prunella himalayana,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,334",0,0,"mountains of central Asia to Afghanistan, southern Tibet, and northwestern India",,,
1802,GRUIFORMES,Rallidae,"Rails, Gallinules, and Coots",Paint-billed Crake,Mustelirallus erythrops,LC,ABA 5,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,331",0,0,,,,
5433,PASSERIFORMES,Tyrannidae,Tyrant Flycatchers,Inca Flycatcher,Leptopogon taczanowskii,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,331",0,0,east slope of Andes of Peru (Amazonas to Cusco),,,
1518,APODIFORMES,Trochilidae,Hummingbirds,Emerald-bellied Puffleg,Eriocnemis aline,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,326",0,0,,,,
10765,PASSERIFORMES,Cardinalidae,Cardinals and Allies,Blackish-blue Seedeater,Amaurospiza moesta,UN,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,326",0,0,locally from southeastern Paraguay to eastern Brazil and northeastern Argentina (Misiones),,,
4364,PSITTACIFORMES,Psittacidae,New World and African Parrots,Turquoise-winged Parrotlet,Forpus spengeli,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,325",0,0,northern Colombia,,,
9849,PASSERIFORMES,Estrildidae,Waxbills and Allies,Green-backed Twinspot,Mandingoa nitidula,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,325",0,0,,,,
4281,PSITTACIFORMES,Psittacidae,New World and African Parrots,Lilac-tailed Parrotlet,Touit batavicus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,324",0,0,northern Venezuela to Trinidad and Tobago and the Guianas,,,
3538,PICIFORMES,Bucconidae,Puffbirds,Buff-bellied Puffbird,Notharchus swainsoni,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,321",0,0,southeastern Brazil to eastern Paraguay and northeastern Argentina,,,
6248,PASSERIFORMES,Campephagidae,Cuckooshrikes,Sunda Cuckooshrike,Coracina larvata,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,319",0,0,,,,
5918,PASSERIFORMES,Maluridae,Fairywrens,White-shouldered Fairywren,Malurus alboscapulatus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,318",0,0,,,,
9666,PASSERIFORMES,Ploceidae,Weavers and Allies,Black-capped Social-Weaver,Pseudonigrita cabanisi,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,317",0,0,"thornscrub of Ethiopia to southwestern Somalia, Kenya, and northeastern Tanzania",,,
4811,PASSERIFORMES,Grallariidae,Antpittas,Chami Antpitta,Grallaria alvarezi,UN,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,316",0,0,western Andes of Colombia (northwestern Antioquia southward to northwestern Cauca),,,
10101,PASSERIFORMES,Fringillidae,"Finches, Euphonias, and Allies",Golden-sided Euphonia,Euphonia cayennensis,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,315",0,0,"tropical southeastern Venezuela, the Guianas, and eastern Amazonian Brazil",,,
7443,PASSERIFORMES,Cisticolidae,Cisticolas and Allies,Bar-winged Prinia,Prinia familiaris,NT,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,310",0,0,"Sumatra, Java, and Bali",,,
7802,PASSERIFORMES,Pycnonotidae,Bulbuls,Icterine Greenbul,Phyllastrephus icterinus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,309",0,0,"Sierra Leone to Gabon, Democratic Republic of the Congo, and far western Uganda; Bioko",,,
5466,PASSERIFORMES,Tyrannidae,Tyrant Flycatchers,Scale-crested Pygmy-Tyrant,Lophotriccus pileatus,LC,,,1/10/2025,CR-C,,,,"114,079",0,0,,,,
8930,PASSERIFORMES,Turdidae,Thrushes and Allies,Rufous-brown Solitaire,Cichlopsis leucogenys,UN,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,306",0,0,,,,
9729,PASSERIFORMES,Ploceidae,Weavers and Allies,Yellow-mantled Weaver,Ploceus tricolor,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,305",0,0,,,,
9200,PASSERIFORMES,Muscicapidae,Old World Flycatchers,White-crowned Robin-Chat,Cossypha albicapillus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,302",0,0,,,,
9073,PASSERIFORMES,Muscicapidae,Old World Flycatchers,Cassin's Flycatcher,Muscicapa cassini,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,301",0,0,"Sierra Leone to Angola, western Uganda, and far northern Zambia",,,
10872,PASSERIFORMES,Thraupidae,Tanagers and Allies,Golden-collared Tanager,Iridosornis jelskii,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,297",0,0,,,,
6618,PASSERIFORMES,Malaconotidae,Bushshrikes and Allies,Southern Tchagra,Tchagra tchagra,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,294",0,0,,,,
5476,PASSERIFORMES,Tyrannidae,Tyrant Flycatchers,Flammulated Pygmy-Tyrant,Hemitriccus flammulatus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,290",0,0,,,,
7042,PASSERIFORMES,Corvidae,"Crows, Jays, and Magpies",Gray Crow,Corvus tristis,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,"3,289",0,0,"New Guinea, including west Papuan Islands, Yapen (Cenderawasih Bay), and D'Entrecasteaux Archipelago (off southeastern New Guinea)",,,
